Time[s], 通道 0, 通道 1
0.01451575, 1, 0
0.01451849, 0, 0
0.01451909, 0, 1
0.01452184, 0, 0
0.01452243, 1, 0
0.01452517, 0, 0
0.01452577, 0, 1
0.01452851, 0, 0
0.01452911, 1, 0
0.01453185, 0, 0
0.01453244, 0, 1
0.01453519, 0, 0
0.01453579, 1, 0
0.01453853, 0, 0
0.01453912, 0, 1
0.01454187, 0, 0
0.01454247, 1, 0
0.01454521, 0, 0
0.01454580, 0, 1
0.01454855, 0, 0
0.01454915, 1, 0
0.01455189, 0, 0
0.01455248, 0, 1
0.01455523, 0, 0
0.01455583, 1, 0
0.01455857, 0, 0
0.01455916, 0, 1
0.01456191, 0, 0
0.01456251, 1, 0
0.01456525, 0, 0
0.01456584, 0, 1
0.01456859, 0, 0
0.01456919, 1, 0
0.01457193, 0, 0
0.01457252, 0, 1
0.01457527, 0, 0
0.01457587, 1, 0
0.01457861, 0, 0
0.01457920, 0, 1
0.01458195, 0, 0
0.01458255, 1, 0
0.01458529, 0, 0
0.01458588, 0, 1
0.01458863, 0, 0
0.01458923, 1, 0
0.01459196, 0, 0
0.01459256, 0, 1
0.01459531, 0, 0
0.01459591, 1, 0
0.01459864, 0, 0
0.01459924, 0, 1
0.01460199, 0, 0
0.01460259, 1, 0
0.01460532, 0, 0
0.01460592, 0, 1
0.01460867, 0, 0
0.01460927, 1, 0
0.01461200, 0, 0
0.01461260, 0, 1
0.01461535, 0, 0
0.01461595, 1, 0
0.01461868, 0, 0
0.01461928, 0, 1
0.01462203, 0, 0
0.01462263, 1, 0
0.01462536, 0, 0
0.01462596, 0, 1
0.01462871, 0, 0
0.01462931, 1, 0
0.01463204, 0, 0
0.01463264, 0, 1
0.01463539, 0, 0
0.01463599, 1, 0
0.01463872, 0, 0
0.01463932, 0, 1
0.01464207, 0, 0
0.01464267, 1, 0
0.01464540, 0, 0
0.01464600, 0, 1
0.01464875, 0, 0
0.01464935, 1, 0
0.01465208, 0, 0
0.01465268, 0, 1
0.01465543, 0, 0
0.01465603, 1, 0
0.01465876, 0, 0
0.01465936, 0, 1
0.01466211, 0, 0
0.01466271, 1, 0
0.01466544, 0, 0
0.01466604, 0, 1
0.01466879, 0, 0
0.01466939, 1, 0
0.01467212, 0, 0
0.01467272, 0, 1
0.01467547, 0, 0
0.01467606, 1, 0
0.01467880, 0, 0
0.01467940, 0, 1
0.01468215, 0, 0
0.01468274, 1, 0
0.01468548, 0, 0
0.01468608, 0, 1
0.01468882, 0, 0
0.01468942, 1, 0
0.01469216, 0, 0
0.01469275, 0, 1
0.01469550, 0, 0
0.01469610, 1, 0
0.01469884, 0, 0
0.01469943, 0, 1
0.01470218, 0, 0
0.01470278, 1, 0
0.01470552, 0, 0
0.01470611, 0, 1
0.01470886, 0, 0
0.01470946, 1, 0
0.01471220, 0, 0
0.01471279, 0, 1
0.01471554, 0, 0
0.01471614, 1, 0
0.01471888, 0, 0
0.01471947, 0, 1
0.01472222, 0, 0
0.01472282, 1, 0
0.01472556, 0, 0
0.01472615, 0, 1
0.01472890, 0, 0
0.01472950, 1, 0
0.01473224, 0, 0
0.01473283, 0, 1
0.01473558, 0, 0
0.01473618, 1, 0
0.01473892, 0, 0
0.01473951, 0, 1
0.01474226, 0, 0
0.01474286, 1, 0
0.01474560, 0, 0
0.01474619, 0, 1
0.01474894, 0, 0
0.01474954, 1, 0
0.01475227, 0, 0
0.01475287, 0, 1
0.01475562, 0, 0
0.01475622, 1, 0
0.01475895, 0, 0
0.01475955, 0, 1
0.01476230, 0, 0
0.01476290, 1, 0
0.01476563, 0, 0
0.01476623, 0, 1
0.01476898, 0, 0
0.01476958, 1, 0
0.01477231, 0, 0
0.01477291, 0, 1
0.01477566, 0, 0
0.01477626, 1, 0
0.01477899, 0, 0
0.01477959, 0, 1
0.01478234, 0, 0
0.01478294, 1, 0
0.01478567, 0, 0
0.01478627, 0, 1
0.01478902, 0, 0
0.01478962, 1, 0
0.01479235, 0, 0
0.01479295, 0, 1
0.01479570, 0, 0
0.01479630, 1, 0
0.01479903, 0, 0
0.01479963, 0, 1
0.01480238, 0, 0
0.01480298, 1, 0
0.01480571, 0, 0
0.01480631, 0, 1
0.01480906, 0, 0
0.01480966, 1, 0
0.01481239, 0, 0
0.01481299, 0, 1
0.01481574, 0, 0
0.01481634, 1, 0
0.01481907, 0, 0
0.01481967, 0, 1
0.01482242, 0, 0
0.01482302, 1, 0
0.01482575, 0, 0
0.01482635, 0, 1
0.01482910, 0, 0
0.01482970, 1, 0
0.01483243, 0, 0
0.01483303, 0, 1
0.01483578, 0, 0
0.01483638, 1, 0
0.01483911, 0, 0
0.01483971, 0, 1
0.01484246, 0, 0
0.01484305, 1, 0
0.01484579, 0, 0
0.01484639, 0, 1
0.01484914, 0, 0
0.01484973, 1, 0
0.01485247, 0, 0
0.01485307, 0, 1
0.01485582, 0, 0
0.01485641, 1, 0
0.01485915, 0, 0
0.01485975, 0, 1
0.01486250, 0, 0
0.01486309, 1, 0
0.01486583, 0, 0
0.01486643, 0, 1
0.01486917, 0, 0
0.01486977, 1, 0
0.01487251, 0, 0
0.01487310, 0, 1
0.01487585, 0, 0
0.01487645, 1, 0
0.01487919, 0, 0
0.01487978, 0, 1
0.01488253, 0, 0
0.01488313, 1, 0
0.01488587, 0, 0
0.01488646, 0, 1
0.01488921, 0, 0
0.01488981, 1, 0
0.01489255, 0, 0
0.01489314, 0, 1
0.01489589, 0, 0
0.01489649, 1, 0
0.01489923, 0, 0
0.01489982, 0, 1
0.01490257, 0, 0
0.01490317, 1, 0
0.01490591, 0, 0
0.01490650, 0, 1
0.01490925, 0, 0
0.01490985, 1, 0
0.01491259, 0, 0
0.01491318, 0, 1
0.01491593, 0, 0
0.01491653, 1, 0
0.01491927, 0, 0
0.01491986, 0, 1
0.01492261, 0, 0
0.01492321, 1, 0
0.01492595, 0, 0
0.01492654, 0, 1
0.01492929, 0, 0
0.01492989, 1, 0
0.01493263, 0, 0
0.01493322, 0, 1
0.01493597, 0, 0
0.01493657, 1, 0
0.01493930, 0, 0
0.01493990, 0, 1
0.01494265, 0, 0
0.01494325, 1, 0
0.01494598, 0, 0
0.01494658, 0, 1
0.01494933, 0, 0
0.01494993, 1, 0
0.01495266, 0, 0
0.01495326, 0, 1
0.01495601, 0, 0
0.01495661, 1, 0
0.01495934, 0, 0
0.01495994, 0, 1
0.01496269, 0, 0
0.01496329, 1, 0
0.01496602, 0, 0
0.01496662, 0, 1
0.01496937, 0, 0
0.01496997, 1, 0
0.01497270, 0, 0
0.01497330, 0, 1
0.01497605, 0, 0
0.01497665, 1, 0
0.01497938, 0, 0
0.01497998, 0, 1
0.01498273, 0, 0
0.01498333, 1, 0
0.01498606, 0, 0
0.01498666, 0, 1
0.01498941, 0, 0
0.01499001, 1, 0
0.01499274, 0, 0
0.01499334, 0, 1
0.01499609, 0, 0
0.01499669, 1, 0
0.01499942, 0, 0
0.01500002, 0, 1
0.01500277, 0, 0
0.01500337, 1, 0
0.01500610, 0, 0
0.01500670, 0, 1
0.01500945, 0, 0
0.01501005, 1, 0
0.01501278, 0, 0
0.01501338, 0, 1
0.01501613, 0, 0
0.01501673, 1, 0
0.01501946, 0, 0
0.01502006, 0, 1
0.01502281, 0, 0
0.01502340, 1, 0
0.01502614, 0, 0
0.01502674, 0, 1
0.01502948, 0, 0
0.01503008, 1, 0
0.01503282, 0, 0
0.01503342, 0, 1
0.01503616, 0, 0
0.01503676, 1, 0
0.01503950, 0, 0
0.01504010, 0, 1
0.01504284, 0, 0
0.01504344, 1, 0
0.01504618, 0, 0
0.01504677, 0, 1
0.01504952, 0, 0
0.01505012, 1, 0
0.01505286, 0, 0
0.01505345, 0, 1
0.01505620, 0, 0
0.01505680, 1, 0
0.01505954, 0, 0
0.01506013, 0, 1
0.01506288, 0, 0
0.01506348, 1, 0
0.01506622, 0, 0
0.01506681, 0, 1
0.01506956, 0, 0
0.01507016, 1, 0
0.01507290, 0, 0
0.01507349, 0, 1
0.01507624, 0, 0
0.01507684, 1, 0
0.01507958, 0, 0
0.01508017, 0, 1
0.01508292, 0, 0
0.01508352, 1, 0
0.01508626, 0, 0
0.01508685, 0, 1
0.01508960, 0, 0
0.01509020, 1, 0
0.01509294, 0, 0
0.01509353, 0, 1
0.01509628, 0, 0
0.01509688, 1, 0
0.01509962, 0, 0
0.01510021, 0, 1
0.01510296, 0, 0
0.01510356, 1, 0
0.01510629, 0, 0
0.01510689, 0, 1
0.01510964, 0, 0
0.01511024, 1, 0
0.01511297, 0, 0
0.01511357, 0, 1
0.01511632, 0, 0
0.01511692, 1, 0
0.01511965, 0, 0
0.01512025, 0, 1
0.01512300, 0, 0
0.01512360, 1, 0
0.01512633, 0, 0
0.01512693, 0, 1
0.01512968, 0, 0
0.01513028, 1, 0
0.01513301, 0, 0
0.01513361, 0, 1
0.01513636, 0, 0
0.01513696, 1, 0
0.01513969, 0, 0
0.01514029, 0, 1
0.01514304, 0, 0
0.01514364, 1, 0
0.01514637, 0, 0
0.01514697, 0, 1
0.01514972, 0, 0
0.01515032, 1, 0
0.01515305, 0, 0
0.01515365, 0, 1
0.01515640, 0, 0
0.01515700, 1, 0
0.01515973, 0, 0
0.01516033, 0, 1
0.01516308, 0, 0
0.01516368, 1, 0
0.01516641, 0, 0
0.01516701, 0, 1
0.01516976, 0, 0
0.01517036, 1, 0
0.01517309, 0, 0
0.01517369, 0, 1
0.01517644, 0, 0
0.01517704, 1, 0
0.01517977, 0, 0
0.01518037, 0, 1
0.01518312, 0, 0
0.01518371, 1, 0
0.01518645, 0, 0
0.01518705, 0, 1
0.01518980, 0, 0
0.01519039, 1, 0
0.01519313, 0, 0
0.01519373, 0, 1
0.01519648, 0, 0
0.01519707, 1, 0
0.01519981, 0, 0
0.01520041, 0, 1
0.01520315, 0, 0
0.01520375, 1, 0
0.01520649, 0, 0
0.01520709, 0, 1
0.01520983, 0, 0
0.01521043, 1, 0
0.01521317, 0, 0
0.01521376, 0, 1
0.01521651, 0, 0
0.01521711, 1, 0
0.01521985, 0, 0
0.01522044, 0, 1
0.01522319, 0, 0
0.01522379, 1, 0
0.01522653, 0, 0
0.01522712, 0, 1
0.01522987, 0, 0
0.01523047, 1, 0
0.01523321, 0, 0
0.01523380, 0, 1
0.01523655, 0, 0
0.01523715, 1, 0
0.01523989, 0, 0
0.01524048, 0, 1
0.01524323, 0, 0
0.01524383, 1, 0
0.01524657, 0, 0
0.01524716, 0, 1
0.01524991, 0, 0
0.01525051, 1, 0
0.01525325, 0, 0
0.01525384, 0, 1
0.01525659, 0, 0
0.01525719, 1, 0
0.01525993, 0, 0
0.01526052, 0, 1
0.01526327, 0, 0
0.01526387, 1, 0
0.01526660, 0, 0
0.01526720, 0, 1
0.01526995, 0, 0
0.01527055, 1, 0
0.01527328, 0, 0
0.01527388, 0, 1
0.01527663, 0, 0
0.01527723, 1, 0
0.01527996, 0, 0
0.01528056, 0, 1
0.01528331, 0, 0
0.01528391, 1, 0
0.01528664, 0, 0
0.01528724, 0, 1
0.01528999, 0, 0
0.01529059, 1, 0
0.01529332, 0, 0
0.01529392, 0, 1
0.01529667, 0, 0
0.01529727, 1, 0
0.01530000, 0, 0
0.01530060, 0, 1
0.01530335, 0, 0
0.01530395, 1, 0
0.01530668, 0, 0
0.01530728, 0, 1
0.01531003, 0, 0
0.01531063, 1, 0
0.01531336, 0, 0
0.01531396, 0, 1
0.01531671, 0, 0
0.01531731, 1, 0
0.01532004, 0, 0
0.01532064, 0, 1
0.01532339, 0, 0
0.01532399, 1, 0
0.01532672, 0, 0
0.01532732, 0, 1
0.01533007, 0, 0
0.01533067, 1, 0
0.01533340, 0, 0
0.01533400, 0, 1
0.01533675, 0, 0
0.01533735, 1, 0
0.01534008, 0, 0
0.01534068, 0, 1
0.01534343, 0, 0
0.01534403, 1, 0
0.01534676, 0, 0
0.01534736, 0, 1
0.01535011, 0, 0
0.01535071, 1, 0
0.01535344, 0, 0
0.01535404, 0, 1
0.01535679, 0, 0
0.01535738, 1, 0
0.01536012, 0, 0
0.01536072, 0, 1
0.01536347, 0, 0
0.01536406, 1, 0
0.01536680, 0, 0
0.01536740, 0, 1
0.01537015, 0, 0
0.01537074, 1, 0
0.01537348, 0, 0
0.01537408, 0, 1
0.01537682, 0, 0
0.01537742, 1, 0
0.01538016, 0, 0
0.01538075, 0, 1
0.01538350, 0, 0
0.01538410, 1, 0
0.01538684, 0, 0
0.01538743, 0, 1
0.01539018, 0, 0
0.01539078, 1, 0
0.01539352, 0, 0
0.01539411, 0, 1
0.01539686, 0, 0
0.01539746, 1, 0
0.01540020, 0, 0
0.01540079, 0, 1
0.01540354, 0, 0
0.01540414, 1, 0
0.01540688, 0, 0
0.01540747, 0, 1
0.01541022, 0, 0
0.01541082, 1, 0
0.01541356, 0, 0
0.01541415, 0, 1
0.01541690, 0, 0
0.01541750, 1, 0
0.01542024, 0, 0
0.01542083, 0, 1
0.01542358, 0, 0
0.01542418, 1, 0
0.01542692, 0, 0
0.01542751, 0, 1
0.01543026, 0, 0
0.01543086, 1, 0
0.01543360, 0, 0
0.01543419, 0, 1
0.01543694, 0, 0
0.01543754, 1, 0
0.01544028, 0, 0
0.01544087, 0, 1
0.01544362, 0, 0
0.01544422, 1, 0
0.01544695, 0, 0
0.01544755, 0, 1
0.01545030, 0, 0
0.01545090, 1, 0
0.01545363, 0, 0
0.01545423, 0, 1
0.01545698, 0, 0
0.01545758, 1, 0
0.01546031, 0, 0
0.01546091, 0, 1
0.01546366, 0, 0
0.01546426, 1, 0
0.01546699, 0, 0
0.01546759, 0, 1
0.01547034, 0, 0
0.01547094, 1, 0
0.01547367, 0, 0
0.01547427, 0, 1
0.01547702, 0, 0
0.01547762, 1, 0
0.01548035, 0, 0
0.01548095, 0, 1
0.01548370, 0, 0
0.01548430, 1, 0
0.01548703, 0, 0
0.01548763, 0, 1
0.01549038, 0, 0
0.01549098, 1, 0
0.01549371, 0, 0
0.01549431, 0, 1
0.01549706, 0, 0
0.01549766, 1, 0
0.01550039, 0, 0
0.01550099, 0, 1
0.01550374, 0, 0
0.01550434, 1, 0
0.01550707, 0, 0
0.01550767, 0, 1
0.01551042, 0, 0
0.01551102, 1, 0
0.01551375, 0, 0
0.01551435, 0, 1
0.01551710, 0, 0
0.01551770, 1, 0
0.01552043, 0, 0
0.01552103, 0, 1
0.01552378, 0, 0
0.01552437, 1, 0
0.01552711, 0, 0
0.01552771, 0, 1
0.01553046, 0, 0
0.01553105, 1, 0
0.01553379, 0, 0
0.01553439, 0, 1
0.01553713, 0, 0
0.01553773, 1, 0
0.01554047, 0, 0
0.01554107, 0, 1
0.01554381, 0, 0
0.01554441, 1, 0
0.01554715, 0, 0
0.01554775, 0, 1
0.01555049, 0, 0
0.01555109, 1, 0
0.01555383, 0, 0
0.01555443, 0, 1
0.01555717, 0, 0
0.01555777, 1, 0
0.01556051, 0, 0
0.01556110, 0, 1
0.01556385, 0, 0
0.01556445, 1, 0
0.01556719, 0, 0
0.01556778, 0, 1
0.01557053, 0, 0
0.01557113, 1, 0
0.01557387, 0, 0
0.01557446, 0, 1
0.01557721, 0, 0
0.01557781, 1, 0
0.01558055, 0, 0
0.01558114, 0, 1
0.01558389, 0, 0
0.01558449, 1, 0
0.01558723, 0, 0
0.01558782, 0, 1
0.01559057, 0, 0
0.01559117, 1, 0
0.01559391, 0, 0
0.01559450, 0, 1
0.01559725, 0, 0
0.01559785, 1, 0
0.01560059, 0, 0
0.01560118, 0, 1
0.01560393, 0, 0
0.01560453, 1, 0
0.01560726, 0, 0
0.01560786, 0, 1
0.01561061, 0, 0
0.01561121, 1, 0
0.01561395, 0, 0
0.01561454, 0, 1
0.01561729, 0, 0
0.01561789, 1, 0
0.01562062, 0, 0
0.01562122, 0, 1
0.01562397, 0, 0
0.01562457, 1, 0
0.01562730, 0, 0
0.01562790, 0, 1
0.01563065, 0, 0
0.01563125, 1, 0
0.01563398, 0, 0
0.01563458, 0, 1
0.01563733, 0, 0
0.01563793, 1, 0
0.01564066, 0, 0
0.01564126, 0, 1
0.01564401, 0, 0
0.01564461, 1, 0
0.01564734, 0, 0
0.01564794, 0, 1
0.01565069, 0, 0
0.01565129, 1, 0
0.01565402, 0, 0
0.01565462, 0, 1
0.01565737, 0, 0
0.01565797, 1, 0
0.01566070, 0, 0
0.01566130, 0, 1
0.01566405, 0, 0
0.01566465, 1, 0
0.01566738, 0, 0
0.01566798, 0, 1
0.01567073, 0, 0
0.01567133, 1, 0
0.01567406, 0, 0
0.01567466, 0, 1
0.01567741, 0, 0
0.01567801, 1, 0
0.01568074, 0, 0
0.01568134, 0, 1
0.01568409, 0, 0
0.01568469, 1, 0
0.01568742, 0, 0
0.01568802, 0, 1
0.01569077, 0, 0
0.01569137, 1, 0
0.01569410, 0, 0
0.01569470, 0, 1
0.01569745, 0, 0
0.01569805, 1, 0
0.01570078, 0, 0
0.01570138, 0, 1
0.01570413, 0, 0
0.01570472, 1, 0
0.01570746, 0, 0
0.01570806, 0, 1
0.01571080, 0, 0
0.01571140, 1, 0
0.01571414, 0, 0
0.01571474, 0, 1
0.01571748, 0, 0
0.01571808, 1, 0
0.01572082, 0, 0
0.01572141, 0, 1
0.01572416, 0, 0
0.01572476, 1, 0
0.01572750, 0, 0
0.01572809, 0, 1
0.01573084, 0, 0
0.01573144, 1, 0
0.01573418, 0, 0
0.01573477, 0, 1
0.01573752, 0, 0
0.01573812, 1, 0
0.01574086, 0, 0
0.01574145, 0, 1
0.01574420, 0, 0
0.01574480, 1, 0
0.01574754, 0, 0
0.01574813, 0, 1
0.01575088, 0, 0
0.01575148, 1, 0
0.01575422, 0, 0
0.01575481, 0, 1
0.01575756, 0, 0
0.01575816, 1, 0
0.01576090, 0, 0
0.01576149, 0, 1
0.01576424, 0, 0
0.01576484, 1, 0
0.01576758, 0, 0
0.01576817, 0, 1
0.01577092, 0, 0
0.01577152, 1, 0
0.01577426, 0, 0
0.01577485, 0, 1
0.01577760, 0, 0
0.01577820, 1, 0
0.01578094, 0, 0
0.01578153, 0, 1
0.01578428, 0, 0
0.01578488, 1, 0
0.01578761, 0, 0
0.01578821, 0, 1
0.01579096, 0, 0
0.01579156, 1, 0
0.01579429, 0, 0
0.01579489, 0, 1
0.01579764, 0, 0
0.01579824, 1, 0
0.01580097, 0, 0
0.01580157, 0, 1
0.01580432, 0, 0
0.01580492, 1, 0
0.01580765, 0, 0
0.01580825, 0, 1
0.01581100, 0, 0
0.01581160, 1, 0
0.01581433, 0, 0
0.01581493, 0, 1
0.01581768, 0, 0
0.01581828, 1, 0
0.01582101, 0, 0
0.01582161, 0, 1
0.01582436, 0, 0
0.01582496, 1, 0
0.01582769, 0, 0
0.01582829, 0, 1
0.01583104, 0, 0
0.01583164, 1, 0
0.01583437, 0, 0
0.01583497, 0, 1
0.01583772, 0, 0
0.01583832, 1, 0
0.01584105, 0, 0
0.01584165, 0, 1
0.01584440, 0, 0
0.01584500, 1, 0
0.01584773, 0, 0
0.01584833, 0, 1
0.01585108, 0, 0
0.01585168, 1, 0
0.01585441, 0, 0
0.01585501, 0, 1
0.01585776, 0, 0
0.01585836, 1, 0
0.01586109, 0, 0
0.01586169, 0, 1
0.01586444, 0, 0
0.01586504, 1, 0
0.01586777, 0, 0
0.01586837, 0, 1
0.01587112, 0, 0
0.01587172, 1, 0
0.01587445, 0, 0
0.01587505, 0, 1
0.01587779, 0, 0
0.01587839, 1, 0
0.01588113, 0, 0
0.01588173, 0, 1
0.01588447, 0, 0
0.01588507, 1, 0
0.01588781, 0, 0
0.01588840, 0, 1
0.01589115, 0, 0
0.01589175, 1, 0
0.01589449, 0, 0
0.01589509, 0, 1
0.01589783, 0, 0
0.01589843, 1, 0
0.01590117, 0, 0
0.01590177, 0, 1
0.01590451, 0, 0
0.01590511, 1, 0
0.01590785, 0, 0
0.01590844, 0, 1
0.01591119, 0, 0
0.01591179, 1, 0
0.01591453, 0, 0
0.01591512, 0, 1
0.01591787, 0, 0
0.01591847, 1, 0
0.01592121, 0, 0
0.01592180, 0, 1
0.01592455, 0, 0
0.01592515, 1, 0
0.01592789, 0, 0
0.01592848, 0, 1
0.01593123, 0, 0
0.01593183, 1, 0
0.01593457, 0, 0
0.01593516, 0, 1
0.01593791, 0, 0
0.01593851, 1, 0
0.01594125, 0, 0
0.01594184, 0, 1
0.01594459, 0, 0
0.01594519, 1, 0
0.01594793, 0, 0
0.01594852, 0, 1
0.01595127, 0, 0
0.01595187, 1, 0
0.01595460, 0, 0
0.01595520, 0, 1
0.01595795, 0, 0
0.01595855, 1, 0
0.01596128, 0, 0
0.01596188, 0, 1
0.01596463, 0, 0
0.01596523, 1, 0
0.01596796, 0, 0
0.01596856, 0, 1
0.01597131, 0, 0
0.01597191, 1, 0
0.01597464, 0, 0
0.01597524, 0, 1
0.01597799, 0, 0
0.01597859, 1, 0
0.01598132, 0, 0
0.01598192, 0, 1
0.01598467, 0, 0
0.01598527, 1, 0
0.01598800, 0, 0
0.01598860, 0, 1
0.01599135, 0, 0
0.01599195, 1, 0
0.01599468, 0, 0
0.01599528, 0, 1
0.01599803, 0, 0
0.01599863, 1, 0
0.01600136, 0, 0
0.01600196, 0, 1
0.01600471, 0, 0
0.01600531, 1, 0
0.01600804, 0, 0
0.01600864, 0, 1
0.01601139, 0, 0
0.01601199, 1, 0
0.01601472, 0, 0
0.01601532, 0, 1
0.01601807, 0, 0
0.01601867, 1, 0
0.01602140, 0, 0
0.01602200, 0, 1
0.01602475, 0, 0
0.01602535, 1, 0
0.01602808, 0, 0
0.01602868, 0, 1
0.01603143, 0, 0
0.01603203, 1, 0
0.01603476, 0, 0
0.01603536, 0, 1
0.01603811, 0, 0
0.01603870, 1, 0
0.01604144, 0, 0
0.01604204, 0, 1
0.01604479, 0, 0
0.01604538, 1, 0
0.01604812, 0, 0
0.01604872, 0, 1
0.01605147, 0, 0
0.01605206, 1, 0
0.01605480, 0, 0
0.01605540, 0, 1
0.01605814, 0, 0
0.01605874, 1, 0
0.01606148, 0, 0
0.01606207, 0, 1
0.01606482, 0, 0
0.01606542, 1, 0
0.01606816, 0, 0
0.01606875, 0, 1
0.01607150, 0, 0
0.01607210, 1, 0
0.01607484, 0, 0
0.01607543, 0, 1
0.01607818, 0, 0
0.01607878, 1, 0
0.01608152, 0, 0
0.01608211, 0, 1
0.01608486, 0, 0
0.01608546, 1, 0
0.01608820, 0, 0
0.01608879, 0, 1
0.01609154, 0, 0
0.01609214, 1, 0
0.01609488, 0, 0
0.01609547, 0, 1
0.01609822, 0, 0
0.01609882, 1, 0
0.01610156, 0, 0
0.01610215, 0, 1
0.01610490, 0, 0
0.01610550, 1, 0
0.01610824, 0, 0
0.01610883, 0, 1
0.01611158, 0, 0
0.01611218, 1, 0
0.01611492, 0, 0
0.01611551, 0, 1
0.01611826, 0, 0
0.01611886, 1, 0
0.01612160, 0, 0
0.01612219, 0, 1
0.01612494, 0, 0
0.01612554, 1, 0
0.01612828, 0, 0
0.01612887, 0, 1
0.01613162, 0, 0
0.01613222, 1, 0
0.01613495, 0, 0
0.01613555, 0, 1
0.01613830, 0, 0
0.01613890, 1, 0
0.01614163, 0, 0
0.01614223, 0, 1
0.01614498, 0, 0
0.01614558, 1, 0
0.01614831, 0, 0
0.01614891, 0, 1
0.01615166, 0, 0
0.01615226, 1, 0
0.01615499, 0, 0
0.01615559, 0, 1
0.01615834, 0, 0
0.01615894, 1, 0
0.01616167, 0, 0
0.01616227, 0, 1
0.01616502, 0, 0
0.01616562, 1, 0
0.01616835, 0, 0
0.01616895, 0, 1
0.01617170, 0, 0
0.01617230, 1, 0
0.01617503, 0, 0
0.01617563, 0, 1
0.01617838, 0, 0
0.01617898, 1, 0
0.01618171, 0, 0
0.01618231, 0, 1
0.01618506, 0, 0
0.01618566, 1, 0
0.01618839, 0, 0
0.01618899, 0, 1
0.01619174, 0, 0
0.01619234, 1, 0
0.01619507, 0, 0
0.01619567, 0, 1
0.01619842, 0, 0
0.01619902, 1, 0
0.01620175, 0, 0
0.01620235, 0, 1
0.01620510, 0, 0
0.01620570, 1, 0
0.01620843, 0, 0
0.01620903, 0, 1
0.01621178, 0, 0
0.01621238, 1, 0
0.01621511, 0, 0
0.01621571, 0, 1
0.01621846, 0, 0
0.01621905, 1, 0
0.01622179, 0, 0
0.01622239, 0, 1
0.01622513, 0, 0
0.01622573, 1, 0
0.01622847, 0, 0
0.01622906, 0, 1
0.01623181, 0, 0
0.01623241, 1, 0
0.01623515, 0, 0
0.01623574, 0, 1
0.01623849, 0, 0
0.01623909, 1, 0
0.01624183, 0, 0
0.01624242, 0, 1
0.01624517, 0, 0
0.01624577, 1, 0
0.01624851, 0, 0
0.01624910, 0, 1
0.01625185, 0, 0
0.01625245, 1, 0
0.01625519, 0, 0
0.01625578, 0, 1
0.01625853, 0, 0
0.01625913, 1, 0
0.01626187, 0, 0
0.01626246, 0, 1
0.01626521, 0, 0
0.01626581, 1, 0
0.01626855, 0, 0
0.01626914, 0, 1
0.01627189, 0, 0
0.01627249, 1, 0
0.01627523, 0, 0
0.01627582, 0, 1
0.01627857, 0, 0
0.01627917, 1, 0
0.01628191, 0, 0
0.01628250, 0, 1
0.01628525, 0, 0
0.01628585, 1, 0
0.01628859, 0, 0
0.01628918, 0, 1
0.01629193, 0, 0
0.01629253, 1, 0
0.01629527, 0, 0
0.01629586, 0, 1
0.01629861, 0, 0
0.01629921, 1, 0
0.01630194, 0, 0
0.01630254, 0, 1
0.01630529, 0, 0
0.01630589, 1, 0
0.01630862, 0, 0
0.01630922, 0, 1
0.01631197, 0, 0
0.01631257, 1, 0
0.01631530, 0, 0
0.01631590, 0, 1
0.01631865, 0, 0
0.01631925, 1, 0
0.01632198, 0, 0
0.01632258, 0, 1
0.01632533, 0, 0
0.01632593, 1, 0
0.01632866, 0, 0
0.01632926, 0, 1
0.01633201, 0, 0
0.01633261, 1, 0
0.01633534, 0, 0
0.01633594, 0, 1
0.01633869, 0, 0
0.01633929, 1, 0
0.01634202, 0, 0
0.01634262, 0, 1
0.01634537, 0, 0
0.01634597, 1, 0
0.01634870, 0, 0
0.01634930, 0, 1
0.01635205, 0, 0
0.01635265, 1, 0
0.01635538, 0, 0
0.01635598, 0, 1
0.01635873, 0, 0
0.01635933, 1, 0
0.01636206, 0, 0
0.01636266, 0, 1
0.01636541, 0, 0
0.01636601, 1, 0
0.01636874, 0, 0
0.01636934, 0, 1
0.01637209, 0, 0
0.01637269, 1, 0
0.01637542, 0, 0
0.01637602, 0, 1
0.01637877, 0, 0
0.01637936, 1, 0
0.01638210, 0, 0
0.01638270, 0, 1
0.01638545, 0, 0
0.01638604, 1, 0
0.01638878, 0, 0
0.01638938, 0, 1
0.01639212, 0, 0
0.01639272, 1, 0
0.01639546, 0, 0
0.01639606, 0, 1
0.01639880, 0, 0
0.01639940, 1, 0
0.01640214, 0, 0
0.01640274, 0, 1
0.01640548, 0, 0
0.01640608, 1, 0
0.01640882, 0, 0
0.01640941, 0, 1
0.01641216, 0, 0
0.01641276, 1, 0
0.01641550, 0, 0
0.01641609, 0, 1
0.01641884, 0, 0
0.01641944, 1, 0
0.01642218, 0, 0
0.01642277, 0, 1
0.01642552, 0, 0
0.01642612, 1, 0
0.01642886, 0, 0
0.01642945, 0, 1
0.01643220, 0, 0
0.01643280, 1, 0
0.01643554, 0, 0
0.01643613, 0, 1
0.01643888, 0, 0
0.01643948, 1, 0
0.01644222, 0, 0
0.01644281, 0, 1
0.01644556, 0, 0
0.01644616, 1, 0
0.01644890, 0, 0
0.01644949, 0, 1
0.01645224, 0, 0
0.01645284, 1, 0
0.01645558, 0, 0
0.01645617, 0, 1
0.01645892, 0, 0
0.01645952, 1, 0
